TE,Saprobic_Hyphae,Parasitic_Spherules,Sph+1,Exp_Sph,Species 
All genes,51.07,330.71,331.71,8.373778695,C.immitis
All genes,1372.91,1483.85,1484.85,10.53610148,C.immitis
All genes,16.42,23.09,24.09,4.590362488,C.immitis
All genes,29.56,37.07,38.07,5.250582665,C.immitis
All genes,9.37,28.41,29.41,4.878234879,C.immitis
All genes,12.1,10.12,11.12,3.475084883,C.immitis
All genes,18.8,15.47,16.47,4.04176865,C.immitis
All genes,20.44,16.96,17.96,4.166715445,C.immitis
All genes,184.19,31.06,32.06,5.00270252,C.immitis
All genes,7.04,6.62,7.62,2.929790998,C.immitis
All genes,14.62,12.22,13.22,3.724650272,C.immitis
All genes,117.51,134.17,135.17,7.078631181,C.immitis
All genes,56.29,37.41,38.41,5.263410059,C.immitis
All genes,19.44,15.77,16.77,4.067810784,C.immitis
All genes,29.08,19.63,20.63,4.366671916,C.immitis
All genes,50.71,32.41,33.41,5.062208078,C.immitis
All genes,56.79,22.62,23.62,4.56193706,C.immitis
All genes,6.87,22.04,23.04,4.526068812,C.immitis
All genes,29.79,82.96,83.96,6.391630262,C.immitis
All genes,660.9,7228.95,7229.95,12.81976995,C.immitis
All genes,10.96,10.13,11.13,3.476381688,C.immitis
All genes,35.79,102.5,103.5,6.693486957,C.immitis
All genes,2.1,0.15,1.15,0.201633861,C.immitis
All genes,19.72,3.88,4.88,2.286881148,C.immitis
All genes,251.29,203.71,204.71,7.677437769,C.immitis
All genes,119.13,133.83,134.83,7.074997725,C.immitis
All genes,15.63,13.56,14.56,3.86393845,C.immitis
All genes,114.78,34.91,35.91,5.166313748,C.immitis
All genes,89.96,135.19,136.19,7.089476964,C.immitis
All genes,27.53,21.04,22.04,4.462052319,C.immitis
All genes,47.38,42.09,43.09,5.429281193,C.immitis
All genes,1.88,1.89,2.89,1.531069493,C.immitis
All genes,111.18,53.52,54.52,5.768713657,C.immitis
All genes,20.11,48.32,49.32,5.624100895,C.immitis
All genes,81.11,78.6,79.6,6.314696526,C.immitis
All genes,85.1,142.66,143.66,7.16651461,C.immitis
All genes,23.88,46.18,47.18,5.560103513,C.immitis
All genes,10.06,4.35,5.35,2.419538892,C.immitis
All genes,5.18,6.93,7.93,2.987320866,C.immitis
All genes,83.88,61.35,62.35,5.962317655,C.immitis
All genes,32.71,12.26,13.26,3.72900887,C.immitis
All genes,31.32,3.9,4.9,2.292781749,C.immitis
All genes,558.16,556.92,557.92,9.123914459,C.immitis
All genes,15.89,29.86,30.86,4.947666157,C.immitis
All genes,81.62,17.76,18.76,4.229587923,C.immitis
All genes,66.4,81.58,82.58,6.367720513,C.immitis
All genes,47.75,24.23,25.23,4.657068301,C.immitis
All genes,27.1,18.59,19.59,4.292045492,C.immitis
All genes,6.9,11.62,12.62,3.657640005,C.immitis
All genes,11.49,4.49,5.49,2.456806149,C.immitis
All genes,141.81,105.76,106.76,6.7382274,C.immitis
All genes,49.56,57.61,58.61,5.873074932,C.immitis
All genes,1.17,1.13,2.13,1.09085343,C.immitis
All genes,95.53,24.89,25.89,4.69432306,C.immitis
All genes,11.67,20.51,21.51,4.42693562,C.immitis
All genes,42.61,406.93,407.93,8.6721778,C.immitis
All genes,100.61,108.96,109.96,6.780835002,C.immitis
All genes,11.99,7.69,8.69,3.119356177,C.immitis
All genes,119.53,21.66,22.66,4.502075956,C.immitis
All genes,8.14,1.47,2.47,1.304511042,C.immitis
All genes,15.42,10.79,11.79,3.559491813,C.immitis
All genes,1.76,0.47,1.47,0.555816155,C.immitis
All genes,17.36,29.02,30.02,4.907852072,C.immitis
All genes,69.13,64.61,65.61,6.035843816,C.immitis
All genes,16.73,7.11,8.11,3.019701914,C.immitis
All genes,1.43,13.41,14.41,3.84899843,C.immitis
All genes,0.7,7.21,8.21,3.037382222,C.immitis
All genes,4.27,28.35,29.35,4.875288598,C.immitis
All genes,1.58,15.03,16.03,4.00270252,C.immitis
All genes,1.09,8.93,9.93,3.311793718,C.immitis
All genes,4.42,33.74,34.74,5.118525849,C.immitis
All genes,5.86,16.93,17.93,4.164303583,C.immitis
All genes,10.19,24.85,25.85,4.692092375,C.immitis
All genes,10.78,21.39,22.39,4.484782623,C.immitis
All genes,5.02,5.91,6.91,2.788685711,C.immitis
All genes,2.37,1.33,2.33,1.220329955,C.immitis
All genes,61.43,131.94,132.94,7.054631449,C.immitis
All genes,1547.45,1165.01,1166.01,10.18736445,C.immitis
All genes,11.18,8.01,9.01,3.171527106,C.immitis
All genes,68.5,86.33,87.33,6.448405435,C.immitis
All genes,177.25,148.99,149.99,7.228722508,C.immitis
All genes,28.57,21.82,22.82,4.512226887,C.immitis
All genes,305.08,414.44,415.44,8.69849632,C.immitis
All genes,6.26,7.66,8.66,3.114367025,C.immitis
All genes,6.21,0.98,1.98,0.98550043,C.immitis
All genes,4.17,2.6,3.6,1.847996907,C.immitis
All genes,12.34,12.85,13.85,3.791814071,C.immitis
All genes,4.21,5.08,6.08,2.604071324,C.immitis
All genes,14.26,9.11,10.11,3.337711092,C.immitis
All genes,5.71,2.77,3.77,1.914564523,C.immitis
All genes,6.72,7.94,8.94,3.160274831,C.immitis
All genes,31.57,24.55,25.55,4.675251386,C.immitis
All genes,16.19,37.42,38.42,5.263785614,C.immitis
All genes,7.78,3.73,4.73,2.241840184,C.immitis
All genes,66.2,70.39,71.39,6.157650097,C.immitis
All genes,22.99,29.26,30.26,4.919340082,C.immitis
All genes,27.72,23.45,24.45,4.61176256,C.immitis
All genes,60.13,79.55,80.55,6.331812684,C.immitis
All genes,29.32,89.12,90.12,6.493775408,C.immitis
All genes,36.66,37.84,38.84,5.279471296,C.immitis
All genes,26.08,26.28,27.28,4.769771739,C.immitis
All genes,21.85,12.13,13.13,3.714795011,C.immitis
All genes,83.57,63.82,64.82,6.018367116,C.immitis
All genes,4.57,6.77,7.77,2.957914599,C.immitis
All genes,92.84,64.9,65.9,6.04220656,C.immitis
All genes,59.34,83.27,84.27,6.39694722,C.immitis
All genes,32.95,30.73,31.73,4.987775616,C.immitis
All genes,470.11,221.98,222.98,7.800770504,C.immitis
All genes,49.87,139.54,140.54,7.134836993,C.immitis
All genes,712.01,1020.68,1021.68,9.996727686,C.immitis
All genes,117.05,91.57,92.57,6.532472817,C.immitis
All genes,23.02,21.28,22.28,4.477677328,C.immitis
All genes,137.28,69.95,70.95,6.148730779,C.immitis
All genes,51.44,60.7,61.7,5.947198584,C.immitis
All genes,230.74,334.61,335.61,8.390641893,C.immitis
All genes,43.85,31.67,32.67,5.02989455,C.immitis
All genes,65.42,185.31,186.31,7.541561301,C.immitis
All genes,3.65,63.78,64.78,6.017476563,C.immitis
All genes,119.64,165.67,166.67,7.380850638,C.immitis
All genes,39.85,20.55,21.55,4.429615964,C.immitis
All genes,31.67,30.2,31.2,4.963474124,C.immitis
All genes,67.97,104.66,105.66,6.723285505,C.immitis
All genes,0.81,1.34,2.34,1.22650853,C.immitis
All genes,30.26,47.05,48.05,5.586464526,C.immitis
All genes,27.24,19.07,20.07,4.326968712,C.immitis
All genes,95.01,20.84,21.84,4.448900951,C.immitis
All genes,35.57,16.66,17.66,4.142413438,C.immitis
All genes,40.94,35.47,36.47,5.188638295,C.immitis
All genes,25.26,17.41,18.41,4.202417722,C.immitis
All genes,7.67,17.35,18.35,4.197708158,C.immitis
All genes,7.28,17.5,18.5,4.209453366,C.immitis
All genes,253.06,545.59,546.59,9.094315255,C.immitis
All genes,9.65,13.2,14.2,3.827819025,C.immitis
All genes,49.42,65.86,66.86,6.06307145,C.immitis
All genes,14.24,4.25,5.25,2.392317423,C.immitis
All genes,2.36,3.95,4.95,2.307428525,C.immitis
All genes,17.13,16.97,17.97,4.167518504,C.immitis
All genes,6.1,9.31,10.31,3.365972428,C.immitis
All genes,9.35,7.35,8.35,3.061776198,C.immitis
All genes,101.66,284.01,285.01,8.154868729,C.immitis
All genes,20.92,21.75,22.75,4.50779464,C.immitis
All genes,38.55,31.54,32.54,5.024142346,C.immitis
All genes,55.31,88.25,89.25,6.479780264,C.immitis
All genes,162.8,79.54,80.54,6.331633567,C.immitis
All genes,11.72,13.33,14.33,3.840966704,C.immitis
All genes,443.33,576.6,577.6,9.173926932,C.immitis
All genes,175.6,184.55,185.55,7.535664191,C.immitis
All genes,52.72,27.87,28.87,4.851499202,C.immitis
All genes,22.07,29.28,30.28,4.9202933,C.immitis
All genes,8.06,11.63,12.63,3.658782734,C.immitis
All genes,17.02,13.86,14.86,3.893362211,C.immitis
All genes,175.61,146.62,147.62,7.205744385,C.immitis
All genes,14.65,16.04,17.04,4.09085343,C.immitis
All genes,70.64,44.61,45.61,5.511278265,C.immitis
All genes,55.71,53.19,54.19,5.759954742,C.immitis
All genes,20,9.42,10.42,3.381283373,C.immitis
All genes,18.52,19.83,20.83,4.380590934,C.immitis
All genes,21.91,9.21,10.21,3.351910961,C.immitis
All genes,7.44,5.92,6.92,2.790772038,C.immitis
All genes,100.36,61.2,62.2,5.958842675,C.immitis
All genes,61.97,26.73,27.73,4.793375711,C.immitis
All genes,36.13,27.53,28.53,4.834407842,C.immitis
All genes,74.8,28.96,29.96,4.904965719,C.immitis
All genes,90.02,38.33,39.33,5.297558281,C.immitis
All genes,33.79,46.68,47.68,5.575312331,C.immitis
All genes,115.6,53.76,54.76,5.775050541,C.immitis
All genes,33.75,16.17,17.17,4.101818134,C.immitis
All genes,392.44,227.58,228.58,7.836555368,C.immitis
All genes,853.06,762.36,763.36,9.576219781,C.immitis
All genes,45.87,71.56,72.56,6.181102551,C.immitis
All genes,1.51,5.2,6.2,2.632268215,C.immitis
All genes,56.96,27.67,28.67,4.841469999,C.immitis
All genes,35.57,24.89,25.89,4.69432306,C.immitis
All genes,6.06,6.54,7.54,2.914564523,C.immitis
All genes,545.45,437.48,438.48,8.77636723,C.immitis
All genes,64.05,66.2,67.2,6.070389328,C.immitis
All genes,20.29,14.37,15.37,3.94204526,C.immitis
All genes,0.13,0.67,1.67,0.739848103,C.immitis
All genes,12.81,15.12,16.12,4.010779839,C.immitis
All genes,0.32,0.24,1.24,0.310340121,C.immitis
All genes,430.6,158.92,159.92,7.321206567,C.immitis
All genes,34.97,33.78,34.78,5.120186028,C.immitis
All genes,60.88,249.21,250.21,7.96699564,C.immitis
All genes,73.47,69.86,70.86,6.14689956,C.immitis
All genes,9.44,10.79,11.79,3.559491813,C.immitis
All genes,57.16,72.22,73.22,6.194165869,C.immitis
All genes,474.47,283.47,284.47,8.152132705,C.immitis
All genes,43.94,53.78,54.78,5.775577361,C.immitis
All genes,52,42.08,43.08,5.428946345,C.immitis
All genes,42.49,38.73,39.73,5.312156888,C.immitis
All genes,24.38,24.86,25.86,4.69265037,C.immitis
All genes,16.29,5.29,6.29,2.653060017,C.immitis
All genes,7.72,10.23,11.23,3.489286023,C.immitis
All genes,21.28,12.99,13.99,3.806324057,C.immitis
All genes,17.57,13.14,14.14,3.821710215,C.immitis
All genes,0.99,5.53,6.53,2.707082992,C.immitis
All genes,4.85,10.28,11.28,3.495695163,C.immitis
All genes,38.58,43.08,44.08,5.462052319,C.immitis
All genes,13.49,9.45,10.45,3.385431037,C.immitis
All genes,1.89,4.33,5.33,2.414135533,C.immitis
All genes,7.45,3.99,4.99,2.319039816,C.immitis
All genes,8.59,7.85,8.85,3.145677455,C.immitis
All genes,12.54,16.83,17.83,4.156234798,C.immitis
All genes,10.16,57.03,58.03,5.858727024,C.immitis
All genes,9.75,25.97,26.97,4.753283616,C.immitis
All genes,4.79,7.89,8.89,3.152183419,C.immitis
All genes,9.38,10.6,11.6,3.5360529,C.immitis
All genes,0.7,1.04,2.04,1.028569152,C.immitis
All genes,56.6,53.99,54.99,5.781097381,C.immitis
All genes,7.95,8.73,9.73,3.282439805,C.immitis
All genes,155.66,120.81,121.81,6.928488766,C.immitis
All genes,79.66,96.24,97.24,6.603477988,C.immitis
All genes,47.5,33.28,34.28,5.099295204,C.immitis
All genes,27.76,10.36,11.36,3.50589093,C.immitis
All genes,2.28,6.23,7.23,2.853995647,C.immitis
All genes,180.05,182.79,183.79,7.521914462,C.immitis
All genes,36.22,24.61,25.61,4.678635348,C.immitis
All genes,22.28,22.38,23.38,4.547203025,C.immitis
All genes,32.59,49.05,50.05,5.645298164,C.immitis
All genes,6.94,9.08,10.08,3.333423734,C.immitis
All genes,556.82,523.61,524.61,9.035101498,C.immitis
All genes,67.93,80.75,81.75,6.353146825,C.immitis
All genes,117.46,94.13,95.13,6.571828473,C.immitis
All genes,163.52,56.31,57.31,5.840714991,C.immitis
All genes,34.31,70.86,71.86,6.16711703,C.immitis
All genes,12.4,7.01,8.01,3.001802243,C.immitis
All genes,152.56,114.67,115.67,6.853870927,C.immitis
All genes,61.44,81.47,82.47,6.365797502,C.immitis
All genes,12.56,12.7,13.7,3.776103988,C.immitis
All genes,8.81,22.74,23.74,4.56924803,C.immitis
All genes,12.88,6.84,7.84,2.970853654,C.immitis
All genes,190.41,15.7,16.7,4.061776198,C.immitis
All genes,6.5,5.26,6.26,2.646162657,C.immitis
All genes,98.23,104.56,105.56,6.721919446,C.immitis
All genes,144.74,143.88,144.88,7.178714641,C.immitis
All genes,174.71,100.53,101.53,6.665762267,C.immitis
All genes,20.55,23.6,24.6,4.62058641,C.immitis
All genes,75.65,52.57,53.57,5.743353391,C.immitis
All genes,35.05,17.73,18.73,4.227278994,C.immitis
All genes,81.07,111.39,112.39,6.812369866,C.immitis
All genes,54.58,59.69,60.69,5.923386916,C.immitis
All genes,200.13,181.22,182.22,7.509537504,C.immitis
All genes,31.65,10.07,11.07,3.468583317,C.immitis
All genes,8.17,13.51,14.51,3.858975614,C.immitis
All genes,57.15,51.45,52.45,5.712870868,C.immitis
All genes,32.31,11.8,12.8,3.678071905,C.immitis
All genes,43.24,23.2,24.2,4.596935142,C.immitis
All genes,3.63,5.53,6.53,2.707082992,C.immitis
All genes,11.3,10.45,11.45,3.517275693,C.immitis
All genes,13.29,7.28,8.28,3.049630768,C.immitis
All genes,20.1,26.02,27.02,4.75595577,C.immitis
All genes,8.06,13.59,14.59,3.866907978,C.immitis
All genes,36.02,60.11,61.11,5.933336576,C.immitis
All genes,29.58,72.17,73.17,6.193180354,C.immitis
All genes,40.7,36.19,37.19,5.216842843,C.immitis
All genes,56.03,16.46,17.46,4.125981654,C.immitis
All genes,30.81,36.89,37.89,5.243745235,C.immitis
All genes,910.68,765.4,766.4,9.581953751,C.immitis
All genes,171.26,115.64,116.64,6.865918815,C.immitis
All genes,1,1.08,2.08,1.056583528,C.immitis
All genes,55.85,7.35,8.35,3.061776198,C.immitis
All genes,42.16,55.52,56.52,5.820689561,C.immitis
All genes,13.65,35.66,36.66,5.196134881,C.immitis
All genes,68.35,141.19,142.19,7.151676196,C.immitis
All genes,10.94,11.83,12.83,3.681449265,C.immitis
All genes,66.48,26.47,27.47,4.779785005,C.immitis
All genes,11.29,20.05,21.05,4.395748328,C.immitis
All genes,9.36,21.73,22.73,4.506525779,C.immitis
All genes,32.79,25.07,26.07,4.704318678,C.immitis
All genes,57.49,63.3,64.3,6.006746832,C.immitis
All genes,1170.58,182.25,183.25,7.517669388,C.immitis
All genes,1.69,0.97,1.97,0.97819563,C.immitis
All genes,6.03,4.46,5.46,2.448900951,C.immitis
All genes,3.02,2.71,3.71,1.891419187,C.immitis
All genes,10.55,25.56,26.56,4.731183242,C.immitis
All genes,6.92,2.2,3.2,1.678071905,C.immitis
All genes,70.48,105.37,106.37,6.732947508,C.immitis
All genes,2.25,4.37,5.37,2.424922088,C.immitis
All genes,146.88,281.77,282.77,8.143485258,C.immitis
All genes,32.23,75.75,76.75,6.262094845,C.immitis
All genes,59.51,79.49,80.49,6.33073765,C.immitis
All genes,187.25,378.84,379.84,8.56924803,C.immitis
All genes,40.98,50.69,51.69,5.691813297,C.immitis
All genes,2.92,15.59,16.59,4.052241981,C.immitis
All genes,645.97,674.46,675.46,9.399726527,C.immitis
All genes,28.02,64.87,65.87,6.041549645,C.immitis
All genes,18.17,8.61,9.61,3.264536431,C.immitis
All genes,33.89,6.67,7.67,2.939226578,C.immitis
All genes,10.4,2.86,3.86,1.948600847,C.immitis
All genes,11.7,3.92,4.92,2.298658316,C.immitis
All genes,12.85,17.6,18.6,4.217230716,C.immitis
All genes,87.18,97.05,98.05,6.615445725,C.immitis
All genes,42.18,21.58,22.58,4.496973581,C.immitis
All genes,2.35,2.77,3.77,1.914564523,C.immitis
All genes,5.34,2.7,3.7,1.887525271,C.immitis
All genes,13.02,12.05,13.05,3.705977902,C.immitis
All genes,6.22,2.25,3.25,1.700439718,C.immitis
All genes,27.26,14.26,15.26,3.931683057,C.immitis
All genes,33.81,103.33,104.33,6.705010253,C.immitis
All genes,1153.29,977.11,978.11,9.933852912,C.immitis
All genes,14.82,65,66,6.044394119,C.immitis
All genes,9.41,15.76,16.76,4.066950244,C.immitis
All genes,11.23,16.59,17.59,4.136683578,C.immitis
All genes,217.74,289.18,290.18,8.180804278,C.immitis
All genes,1.32,3.13,4.13,2.046141782,C.immitis
All genes,129.44,119.77,120.77,6.916118315,C.immitis
All genes,13.63,38.39,39.39,5.299757512,C.immitis
All genes,29.09,36.46,37.46,5.227278994,C.immitis
All genes,177.82,164.56,165.56,7.371210343,C.immitis
All genes,34.04,44.15,45.15,5.496654083,C.immitis
All genes,158.81,115.95,116.95,6.869748051,C.immitis
All genes,61.18,70.35,71.35,6.156841525,C.immitis
All genes,568.74,445.36,446.36,8.802063937,C.immitis
All genes,34.64,42.96,43.96,5.458119481,C.immitis
All genes,9.68,5.6,6.6,2.722466024,C.immitis
All genes,33.75,22.7,23.7,4.566815154,C.immitis
All genes,15.13,24.42,25.42,4.667892125,C.immitis
All genes,9.66,12.07,13.07,3.708187236,C.immitis
All genes,66.23,50.09,51.09,5.674969031,C.immitis
All genes,365.17,240.73,241.73,7.91725272,C.immitis
All genes,1.76,14.61,15.61,3.964398632,C.immitis
All genes,12.42,18.94,19.94,4.317593505,C.immitis
All genes,4.19,3.78,4.78,2.257010618,C.immitis
All genes,11.9,67.25,68.25,6.092757141,C.immitis
All genes,110.09,128.89,129.89,7.021146554,C.immitis
All genes,2.03,4.31,5.31,2.408711861,C.immitis
All genes,5.65,5.09,6.09,2.606442228,C.immitis
All genes,51.53,64.57,65.57,6.03496399,C.immitis
All genes,12.25,27.62,28.62,4.838951767,C.immitis
All genes,19.04,22.43,23.43,4.550285049,C.immitis
All genes,19.94,18.66,19.66,4.297191417,C.immitis
All genes,18.07,19.56,20.56,4.361768359,C.immitis
All genes,11.66,4.85,5.85,2.548436625,C.immitis
All genes,13.32,20.2,21.2,4.40599236,C.immitis
All genes,36.24,50.51,51.51,5.686780635,C.immitis
All genes,44.99,48.96,49.96,5.642701572,C.immitis
All genes,28.41,24.58,25.58,4.676944359,C.immitis
All genes,24.88,38.05,39.05,5.287250643,C.immitis
All genes,32.4,46.98,47.98,5.584361253,C.immitis
All genes,15.24,9.45,10.45,3.385431037,C.immitis
All genes,28.35,33.67,34.67,5.115615931,C.immitis
All genes,23.24,18.38,19.38,4.276496666,C.immitis
All genes,10.48,8.97,9.97,3.317593505,C.immitis
All genes,404.71,327.46,328.46,8.359573879,C.immitis
All genes,8.94,6.33,7.33,2.873813198,C.immitis
All genes,38.93,62.31,63.31,5.98436149,C.immitis
All genes,14.68,52.1,53.1,5.730639956,C.immitis
All genes,37.26,37.54,38.54,5.268284667,C.immitis
All genes,66.82,79.52,80.52,6.331275267,C.immitis
All genes,18.04,23.09,24.09,4.590362488,C.immitis
All genes,68.52,54.16,55.16,5.785550552,C.immitis
All genes,9.88,10.8,11.8,3.560714954,C.immitis
All genes,26.77,48.06,49.06,5.616475329,C.immitis
All genes,33.59,20.42,21.42,4.420886575,C.immitis
All genes,37.04,18.86,19.86,4.311793718,C.immitis
All genes,63,82.83,83.83,6.389394724,C.immitis
All genes,24.26,37.08,38.08,5.250961574,C.immitis
All genes,144.4,320.12,321.12,8.326968712,C.immitis
All genes,47.52,36.23,37.23,5.218393711,C.immitis
All genes,14.68,63.93,64.93,6.020813304,C.immitis
All genes,6.71,4.78,5.78,2.531069493,C.immitis
All genes,14.43,22.51,23.51,4.555202634,C.immitis
All genes,67.85,72.59,73.59,6.20143783,C.immitis
All genes,207.01,47.75,48.75,5.607330314,C.immitis
All genes,23.72,30.72,31.72,4.987320866,C.immitis
All genes,16.88,21.37,22.37,4.483493351,C.immitis
All genes,58.56,37.85,38.85,5.279842694,C.immitis
All genes,49.28,46.86,47.86,5.580748492,C.immitis
All genes,160.35,112.8,113.8,6.830356747,C.immitis
All genes,50.6,63.75,64.75,6.016808288,C.immitis
All genes,15.23,9.88,10.88,3.443606651,C.immitis
All genes,110.45,72.3,73.3,6.195741293,C.immitis
All genes,6.8,33.97,34.97,5.128045891,C.immitis
All genes,3.31,6.84,7.84,2.970853654,C.immitis
All genes,140.01,100.08,101.08,6.659353759,C.immitis
All genes,193.39,135.91,136.91,7.097084016,C.immitis
All genes,201.5,180.28,181.28,7.502075956,C.immitis
